capacity,label
1.0308603,1.0305144
1.0305144,1.0284666
1.0284666,1.0289056
1.0289056,1.0286748
1.0286748,1.0271215
1.0271215,1.0272709
1.0272709,1.0265713
1.0265713,1.0256524
1.0256524,1.0254807
1.0254807,1.0249501
1.0249501,1.0241236999999999
1.0241236999999999,1.023747
1.023747,1.0223628
1.0223628,1.0221159
1.0221159,1.0218383
1.0218383,1.0206007
1.0206007,1.0199631
1.0199631,1.0198349
1.0198349,1.0183227
1.0183227,1.0188911
1.0188911,1.0180837
1.0180837,1.0164374
1.0164374,1.0168362
1.0168362,1.0158768
1.0158768,1.0147876
1.0147876,1.0150827
1.0150827,1.0139226000000001
1.0139226000000001,1.0131426
1.0131426,1.0133483
1.0133483,1.0088241
1.0088241,1.0119171999999999
1.0119171999999999,1.0115931
1.0115931,1.009986
1.009986,1.0084262
1.0084262,1.0046768
1.0046768,1.0076933000000001
1.0076933000000001,1.0077674
1.0077674,1.0072478
1.0072478,1.0060040000000001
1.0060040000000001,1.0060148000000002
1.0060148000000002,1.0059046999999999
1.0059046999999999,1.0039864
1.0039864,1.0043944
1.0043944,1.0040871
1.0040871,1.0020974
1.0020974,1.0023676
1.0023676,1.0018402
1.0018402,1.0010805
1.0010805,1.0003799999999998
1.0003799999999998,0.9993192
0.9993192,0.99884844
0.99884844,0.99843806
0.99843806,0.99679261
0.99679261,0.99724656
0.99724656,0.99641353
0.99641353,0.99507862
0.99507862,0.99519771
0.99519771,0.99471825
0.99471825,0.99281865
0.99281865,0.99257553
0.99257553,0.99212366
0.99212366,0.99122465
0.99122465,0.99103588
0.99103588,0.99027079
0.99027079,0.98911506
0.98911506,0.98940724
0.98940724,0.98722905
0.98722905,0.98694479
0.98694479,0.98683459
0.98683459,0.98467171
0.98467171,0.98461682
0.98461682,0.9841006999999999
0.9841006999999999,0.98311371
0.98311371,0.98310405
0.98310405,0.98222518
0.98222518,0.98056322
0.98056322,0.97950625
0.97950625,0.9800476999999999
0.9800476999999999,0.97825414
0.97825414,0.97857809
0.97857809,0.97793168
0.97793168,0.97628623
0.97628623,0.97677386
0.97677386,0.97582519
0.97582519,0.97444153
0.97444153,0.97448474
0.97448474,0.972857
0.972857,0.97234464
0.97234464,0.97130346
0.97130346,0.97098994
0.97098994,0.97010922
0.97010922,0.96974486
0.96974486,0.96851671
0.96851671,0.96794254
0.96794254,0.9672783000000001
0.9672783000000001,0.96603942
0.96603942,0.96578479
0.96578479,0.96516669
0.96516669,0.96300596
0.96300596,0.96316677
0.96316677,0.96215093
0.96215093,0.96039671
0.96039671,0.96058929
0.96058929,0.96091807
0.96091807,0.95786768
0.95786768,0.95823473
0.95823473,0.95828289
0.95828289,0.95517695
0.95517695,0.9556694
0.9556694,0.9551596
0.9551596,0.95341384
0.95341384,0.95350558
0.95350558,0.95244431
0.95244431,0.95050281
0.95050281,0.95044768
0.95044768,0.95031464
0.95031464,0.94830287
0.94830287,0.94886589
0.94886589,0.94710344
0.94710344,0.9455114
0.9455114,0.94572961
0.94572961,0.94534314
0.94534314,0.94242066
0.94242066,0.94226426
0.94226426,0.94221753
0.94221753,0.9402703000000001
0.9402703000000001,0.93994278
0.93994278,0.93902576
0.93902576,0.93558657
0.93558657,0.93690032
0.93690032,0.93688542
0.93688542,0.93437946
0.93437946,0.93355066
0.93355066,0.9341050999999999
0.9341050999999999,0.93250823
0.93250823,0.93303907
0.93303907,0.93211496
0.93211496,0.92972207
0.92972207,0.93003571
0.93003571,0.93001413
0.93001413,0.92850167
0.92850167,0.92850721
0.92850721,0.92739296
0.92739296,0.92572701
0.92572701,0.92544132
0.92544132,0.92569339
0.92569339,0.92184871
0.92184871,0.92340368
0.92340368,0.92246103
0.92246103,0.92092192
0.92092192,0.92025268
0.92025268,0.91952604
0.91952604,0.91798753
0.91798753,0.91748142
0.91748142,0.91647512
0.91647512,0.91482139
0.91482139,0.91458839
0.91458839,0.91355968
0.91355968,0.91167974
0.91167974,0.91124421
0.91124421,0.90998381
0.90998381,0.90890223
0.90890223,0.90774411
0.90774411,0.90637672
0.90637672,0.90462935
0.90462935,0.90301287
0.90301287,0.9030292
0.9030292,0.90124959
0.90124959,0.90012479
0.90012479,0.89894998
0.89894998,0.89711279
0.89711279,0.89616942
0.89616942,0.89483863
0.89483863,0.89269882
0.89269882,0.89175105
0.89175105,0.89042914
0.89042914,0.88846374
0.88846374,0.8874197
0.8874197,0.88507932
0.88507932,0.88405234
0.88405234,0.88194555
0.88194555,0.88159466
0.88159466,0.87947899
0.87947899,0.87744159
0.87744159,0.87561047
0.87561047,0.8733299999999999
0.8733299999999999,0.87144965
0.87144965,0.86856914
0.86856914,0.86746192
0.86746192,0.86499023
0.86499023,0.86397094
0.86397094,0.86160529
0.86160529,0.85894531
0.85894531,0.85671616
0.85671616,0.85361493
0.85361493,0.85291821
0.85291821,0.85139632
0.85139632,0.84883791
0.84883791,0.84587556
0.84587556,0.8447724
0.8447724,0.84295928
0.84295928,0.84015208
0.84015208,0.83826655
0.83826655,0.83655936
0.83655936,0.83391613
0.83391613,0.83245534
0.83245534,0.8302271999999999
0.8302271999999999,0.82770199
0.82770199,0.8264913
0.8264913,0.8264913
1.06918,1.0720705
1.0720705,1.072906
1.072906,1.0736164
1.0736164,1.0713807
1.0713807,1.0715298999999998
1.0715298999999998,1.0713911
1.0713911,1.0683247
1.0683247,1.0691665000000001
1.0691665000000001,1.0690311000000001
1.0690311000000001,1.0661548
1.0661548,1.0671681999999998
1.0671681999999998,1.0671008
1.0671008,1.065123
1.065123,1.0654278
1.0654278,1.0649443
1.0649443,1.0633978000000002
1.0633978000000002,1.0636888
1.0636888,1.0636046000000001
1.0636046000000001,1.0622863999999999
1.0622863999999999,1.0622791
1.0622791,1.0608636999999999
1.0608636999999999,1.0600287
1.0600287,1.0599813
1.0599813,1.0581433
1.0581433,1.0584524
1.0584524,1.0580263
1.0580263,1.0558233
1.0558233,1.0561646999999998
1.0561646999999998,1.0555041
1.0555041,1.0528004
1.0528004,1.0530196000000003
1.0530196000000003,1.0521433
1.0521433,1.0503031999999999
1.0503031999999999,1.0496054
1.0496054,1.0489888
1.0489888,1.047606
1.047606,1.0473071
1.0473071,1.0465938
1.0465938,1.0452111
1.0452111,1.0443634
1.0443634,1.0423298
1.0423298,1.0418190999999999
1.0418190999999999,1.0405301
1.0405301,1.0385481
1.0385481,1.0385841999999998
1.0385841999999998,1.0378806999999999
1.0378806999999999,1.0350606
1.0350606,1.0351002
1.0351002,1.0343227
1.0343227,1.0317868000000001
1.0317868000000001,1.0317575
1.0317575,1.0308313
1.0308313,1.0283099
1.0283099,1.0282866
1.0282866,1.0272783
1.0272783,1.0251168
1.0251168,1.0246671
1.0246671,1.0230556999999998
1.0230556999999998,1.0211276
1.0211276,1.0205521999999998
1.0205521999999998,1.0196665999999999
1.0196665999999999,1.0179114
1.0179114,1.0168266
1.0168266,1.0155456
1.0155456,1.0143744000000001
1.0143744000000001,1.0137146000000001
1.0137146000000001,1.011659
1.011659,1.0114341
1.0114341,1.0100087
1.0100087,1.0077927
1.0077927,1.0067354
1.0067354,1.0058074000000001
1.0058074000000001,1.0043355
1.0043355,1.0034976
1.0034976,1.0017611
1.0017611,1.0007124
1.0007124,0.99901861
0.99901861,0.99713719
0.99713719,0.99669188
0.99669188,0.99574018
0.99574018,0.99341726
0.99341726,0.99224716
0.99224716,0.99019659
0.99019659,0.98950928
0.98950928,0.98805606
0.98805606,0.98726642
0.98726642,0.98577863
0.98577863,0.98474896
0.98474896,0.98232132
0.98232132,0.98093843
0.98093843,0.98073393
0.98073393,0.97812665
0.97812665,0.97676796
0.97676796,0.97602016
0.97602016,0.97387618
0.97387618,0.97309619
0.97309619,0.97219306
0.97219306,0.96991605
0.96991605,0.96833885
0.96833885,0.96747518
0.96747518,0.96441042
0.96441042,0.96330339
0.96330339,0.96108299
0.96108299,0.96076882
0.96076882,0.95802236
0.95802236,0.95797193
0.95797193,0.95628482
0.95628482,0.9534288000000001
0.9534288000000001,0.95220685
0.95220685,0.94990844
0.94990844,0.94841623
0.94841623,0.94775879
0.94775879,0.94549698
0.94549698,0.94454384
0.94454384,0.9422465
0.9422465,0.94066435
0.94066435,0.93841559
0.93841559,0.93569565
0.93569565,0.93526524
0.93526524,0.93302715
0.93302715,0.9308883
0.9308883,0.92930353
0.92930353,0.9272812
0.9272812,0.92532563
0.92532563,0.92315042
0.92315042,0.92157185
0.92157185,0.91966844
0.91966844,0.91734153
0.91734153,0.91586995
0.91586995,0.91437954
0.91437954,0.91183668
0.91183668,0.90960598
0.90960598,0.90739644
0.90739644,0.90518647
0.90518647,0.9030360000000001
0.9030360000000001,0.90091193
0.90091193,0.89890712
0.89890712,0.89681482
0.89681482,0.8940869
0.8940869,0.89198554
0.89198554,0.88974833
0.88974833,0.88833022
0.88833022,0.88595748
0.88595748,0.88417071
0.88417071,0.88222921
0.88222921,0.88045079
0.88045079,0.87843305
0.87843305,0.87697351
0.87697351,0.87488782
0.87488782,0.8723495000000001
0.8723495000000001,0.87041092
0.87041092,0.86836636
0.86836636,0.86621314
0.86621314,0.86328208
0.86328208,0.86114448
0.86114448,0.8591243000000001
0.8591243000000001,0.85624647
0.85624647,0.8542645000000001
0.8542645000000001,0.85194981
0.85194981,0.84988993
0.84988993,0.84694922
0.84694922,0.84490722
0.84490722,0.84227896
0.84227896,0.83917075
0.83917075,0.8371799000000001
0.8371799000000001,0.83494699
0.83494699,0.83204585
0.83204585,0.82919061
0.82919061,0.82657939
0.82657939,0.82657939
1.0708591,1.0735391
1.0735391,1.0754818000000002
1.0754818000000002,1.0763412
1.0763412,1.0763675
1.0763675,1.076983
1.076983,1.0773958000000001
1.0773958000000001,1.0766038
1.0766038,1.0775483000000001
1.0775483000000001,1.0778636000000001
1.0778636000000001,1.0773177999999999
1.0773177999999999,1.0781097
1.0781097,1.0782927
1.0782927,1.0780456
1.0780456,1.0784748
1.0784748,1.0782367
1.0782367,1.0782882
1.0782882,1.0788138999999999
1.0788138999999999,1.0787752
1.0787752,1.0789341000000001
1.0789341000000001,1.0791893999999997
1.0791893999999997,1.0786575
1.0786575,1.0786601999999998
1.0786601999999998,1.0791395000000001
1.0791395000000001,1.0785668
1.0785668,1.0792608999999997
1.0792608999999997,1.0796066999999998
1.0796066999999998,1.0786881000000001
1.0786881000000001,1.0793823
1.0793823,1.0794848
1.0794848,1.0782768
1.0782768,1.0791651000000002
1.0791651000000002,1.0789674999999999
1.0789674999999999,1.0787194
1.0787194,1.0785911
1.0785911,1.0788441
1.0788441,1.0789011
1.0789011,1.0793743999999998
1.0793743999999998,1.0797122
1.0797122,1.0796298999999998
1.0796298999999998,1.0799674
1.0799674,1.078761
1.078761,1.0794476
1.0794476,1.0794705
1.0794705,1.0783168
1.0783168,1.0792201000000001
1.0792201000000001,1.0796082
1.0796082,1.078196
1.078196,1.0790361000000002
1.0790361000000002,1.0791321000000003
1.0791321000000003,1.0784789
1.0784789,1.0791363999999999
1.0791363999999999,1.0788238
1.0788238,1.0783323999999999
1.0783323999999999,1.0790171999999998
1.0790171999999998,1.0790912
1.0790912,1.0783823000000001
1.0783823000000001,1.0785183
1.0785183,1.0787623
1.0787623,1.07855
1.07855,1.0788617
1.0788617,1.0780975
1.0780975,1.0782903
1.0782903,1.0783653999999998
1.0783653999999998,1.0777484
1.0777484,1.0785919
1.0785919,1.0787127
1.0787127,1.0776944
1.0776944,1.0784519
1.0784519,1.0786637
1.0786637,1.0774598999999998
1.0774598999999998,1.0782553
1.0782553,1.0782741000000002
1.0782741000000002,1.0776233999999998
1.0776233999999998,1.0781357
1.0781357,1.0778954
1.0778954,1.0775056
1.0775056,1.0775713
1.0775713,1.0777358999999997
1.0777358999999997,1.077546
1.077546,1.0778018
1.0778018,1.0768771000000001
1.0768771000000001,1.0771427
1.0771427,1.077142
1.077142,1.0766746999999999
1.0766746999999999,1.0772665000000001
1.0772665000000001,1.0770338
1.0770338,1.0760615
1.0760615,1.0769243999999998
1.0769243999999998,1.0773373
1.0773373,1.0762593
1.0762593,1.0769353000000002
1.0769353000000002,1.0763329
1.0763329,1.0759503000000001
1.0759503000000001,1.0765011
1.0765011,1.0763049
1.0763049,1.0759982
1.0759982,1.0760391000000002
1.0760391000000002,1.0761577
1.0761577,1.0759983999999998
1.0759983999999998,1.0762572
1.0762572,1.075084
1.075084,1.0756291999999998
1.0756291999999998,1.0756484
1.0756484,1.0746218
1.0746218,1.0753553999999999
1.0753553999999999,1.0755376
1.0755376,1.0742973999999998
1.0742973999999998,1.0749109
1.0749109,1.0752521000000002
1.0752521000000002,1.0744274
1.0744274,1.0752469999999998
1.0752469999999998,1.0746688999999998
1.0746688999999998,1.0742087
1.0742087,1.0746336
1.0746336,1.0747837
1.0747837,1.0740185
1.0740185,1.074286
1.074286,1.0734173
1.0734173,1.0739012
1.0739012,1.073928
1.073928,1.0731144
1.0731144,1.0735798
1.0735798,1.0737084
1.0737084,1.0726432
1.0726432,1.0732743999999999
1.0732743999999999,1.0731475000000001
1.0731475000000001,1.0721768999999999
1.0721768999999999,1.0727251
1.0727251,1.0726216999999998
1.0726216999999998,1.0719393
1.0719393,1.0724673999999998
1.0724673999999998,1.0724125
1.0724125,1.0719451
1.0719451,1.0722618
1.0722618,1.0720853000000001
1.0720853000000001,1.0717975
1.0717975,1.0720352
1.0720352,1.0710216000000001
1.0710216000000001,1.0715002
1.0715002,1.0714358999999998
1.0714358999999998,1.0704066
1.0704066,1.0708517
1.0708517,1.0711188
1.0711188,1.0696666000000001
1.0696666000000001,1.0704697
1.0704697,1.0706437
1.0706437,1.0695143999999999
1.0695143999999999,1.0702243999999999
1.0702243999999999,1.0702319
1.0702319,1.0695832
1.0695832,1.0693614
1.0693614,1.0695093999999998
1.0695093999999998,1.0691525
1.0691525,1.0693171000000001
1.0693171000000001,1.0684482
1.0684482,1.0689325
1.0689325,1.0690756000000001
1.0690756000000001,1.0684958
1.0684958,1.0686323999999998
1.0686323999999998,1.0688885000000001
1.0688885000000001,1.0673304
1.0673304,1.068067
1.068067,1.0681728000000001
1.0681728000000001,1.0670233999999998
1.0670233999999998,1.0675504
1.0675504,1.0676148
1.0676148,1.0665586
1.0665586,1.0669129
1.0669129,1.0670036
1.0670036,1.0666125
1.0666125,1.0667813999999998
1.0667813999999998,1.0660958999999999
1.0660958999999999,1.0662078000000001
1.0662078000000001,1.0662565
1.0662565,1.0652723
1.0652723,1.0655896999999999
1.0655896999999999,1.0654430000000001
1.0654430000000001,1.0645622
1.0645622,1.0649198
1.0649198,1.0649852
1.0649852,1.0643446
1.0643446,1.0647628
1.0647628,1.0646964
1.0646964,1.0638424
1.0638424,1.064206
1.064206,1.0639863
1.0639863,1.0636715
1.0636715,1.0637553
1.0637553,1.0633443999999999
1.0633443999999999,1.0637777
1.0637777,1.0633368
1.0633368,1.0621139
1.0621139,1.0626377
1.0626377,1.0626247
1.0626247,1.0614363000000002
1.0614363000000002,1.0620711
1.0620711,1.0620482
1.0620482,1.0607621999999999
1.0607621999999999,1.0614201
1.0614201,1.0612796999999998
1.0612796999999998,1.0602983999999998
1.0602983999999998,1.0606403
1.0606403,1.0603927
1.0603927,1.0600121999999998
1.0600121999999998,1.060165
1.060165,1.0599021999999998
1.0599021999999998,1.0596193
1.0596193,1.0597442
1.0597442,1.0588077
1.0588077,1.0590191999999998
1.0590191999999998,1.0588619
1.0588619,1.0580103
1.0580103,1.0583836000000002
1.0583836000000002,1.0585532
1.0585532,1.0571096000000002
1.0571096000000002,1.0575618
1.0575618,1.0574131000000002
1.0574131000000002,1.0566073999999999
1.0566073999999999,1.0570478
1.0570478,1.0568098999999997
1.0568098999999997,1.0560865
1.0560865,1.0561883
1.0561883,1.0561208
1.0561208,1.0556881
1.0556881,1.0555353
1.0555353,1.0547998
1.0547998,1.0549208
1.0549208,1.0547806
1.0547806,1.0539167999999999
1.0539167999999999,1.054517
1.054517,1.0543203
1.0543203,1.0529783000000001
1.0529783000000001,1.0533742
1.0533742,1.0534066999999998
1.0534066999999998,1.0525067
1.0525067,1.052857
1.052857,1.0524961000000002
1.0524961000000002,1.0515435
1.0515435,1.0515956
1.0515956,1.0513089
1.0513089,1.0511305
1.0511305,1.0512469
1.0512469,1.0502464
1.0502464,1.0504692
1.0504692,1.0500778
1.0500778,1.0494518999999998
1.0494518999999998,1.0458804
1.0458804,1.0471666
1.0471666,1.0469681
1.0469681,1.0476743
1.0476743,1.0476485
1.0476485,1.0469437
1.0469437,1.0475135
1.0475135,1.0473825
1.0473825,1.0466552
1.0466552,1.0469739
1.0469739,1.0469784
1.0469784,1.0460093000000001
1.0460093000000001,1.0466037000000001
1.0466037000000001,1.0464394000000001
1.0464394000000001,1.0457435
1.0457435,1.0457702
1.0457702,1.0456647
1.0456647,1.0449564
1.0449564,1.045024
1.045024,1.0441837
1.0441837,1.0444125
1.0444125,1.0444133
1.0444133,1.0436014999999998
1.0436014999999998,1.0439305
1.0439305,1.0439789000000002
1.0439789000000002,1.0428555
1.0428555,1.0431483
1.0431483,1.0430918
1.0430918,1.0420762
1.0420762,1.0423391
1.0423391,1.0420355
1.0420355,1.0414973
1.0414973,1.0415463
1.0415463,1.0410136
1.0410136,1.040722
1.040722,1.0406152
1.0406152,1.0398691999999998
1.0398691999999998,1.0399421
1.0399421,1.0397891
1.0397891,1.0386298
1.0386298,1.0386229999999999
1.0386229999999999,1.0382236999999999
1.0382236999999999,1.037626
1.037626,1.0378565999999998
1.0378565999999998,1.0375699
1.0375699,1.0368439
1.0368439,1.0369232
1.0369232,1.0366564
1.0366564,1.0358455
1.0358455,1.0356392
1.0356392,1.0349542999999999
1.0349542999999999,1.0349157
1.0349157,1.0345469999999999
1.0345469999999999,1.0337663000000001
1.0337663000000001,1.0340408
1.0340408,1.0336379999999998
1.0336379999999998,1.0325402
1.0325402,1.0323055
1.0323055,1.0317676
1.0317676,1.0315597
1.0315597,1.0316039000000001
1.0316039000000001,1.0310397
1.0310397,1.0302004
1.0302004,1.0302547
1.0302547,1.0292045
1.0292045,1.0293120999999998
1.0293120999999998,1.0286203999999999
1.0286203999999999,1.0278322
1.0278322,1.0280099
1.0280099,1.0274881999999999
1.0274881999999999,1.0266808
1.0266808,1.0263935
1.0263935,1.0260394
1.0260394,1.0252013
1.0252013,1.0252794
1.0252794,1.0246011
1.0246011,1.0238863999999999
1.0238863999999999,1.0237622
1.0237622,1.0228918
1.0228918,1.0222661
1.0222661,1.0219479999999999
1.0219479999999999,1.0210763
1.0210763,1.0210924000000001
1.0210924000000001,1.0202079
1.0202079,1.0190934999999999
1.0190934999999999,1.0188416999999999
1.0188416999999999,1.0183149999999999
1.0183149999999999,1.0176688
1.0176688,1.0173651
1.0173651,1.0167416
1.0167416,1.0158323
1.0158323,1.0157183
1.0157183,1.0149065000000002
1.0149065000000002,1.0145214
1.0145214,1.0140209
1.0140209,1.0131086
1.0131086,1.0121455
1.0121455,1.0115094
1.0115094,1.0104715
1.0104715,1.0106061
1.0106061,1.0098798
1.0098798,1.0085946
1.0085946,1.0085765
1.0085765,1.0076964
1.0076964,1.0063891
1.0063891,1.0061053
1.0061053,1.0053325
1.0053325,1.0042591
1.0042591,1.0040162000000001
1.0040162000000001,1.002745
1.002745,1.0022581
1.0022581,1.0015537
1.0015537,0.99945593
0.99945593,0.99986666
0.99986666,0.99859822
0.99859822,0.99743658
0.99743658,0.99756968
0.99756968,0.99657893
0.99657893,0.99544221
0.99544221,0.99446213
0.99446213,0.99401063
0.99401063,0.99311906
0.99311906,0.99201924
0.99201924,0.99122894
0.99122894,0.99046987
0.99046987,0.98880905
0.98880905,0.98784637
0.98784637,0.98734909
0.98734909,0.98604661
0.98604661,0.98463619
0.98463619,0.9846065
0.9846065,0.98299593
0.98299593,0.98188496
0.98188496,0.98079342
0.98079342,0.98000962
0.98000962,0.97845268
0.97845268,0.97738421
0.97738421,0.97563887
0.97563887,0.97466767
0.97466767,0.97311044
0.97311044,0.97192955
0.97192955,0.97110319
0.97110319,0.96955043
0.96955043,0.96797091
0.96797091,0.96700424
0.96700424,0.96612203
0.96612203,0.96388769
0.96388769,0.96283203
0.96283203,0.96114653
0.96114653,0.95997703
0.95997703,0.95862544
0.95862544,0.95694536
0.95694536,0.95551622
0.95551622,0.95351207
0.95351207,0.95195389
0.95195389,0.95056409
0.95056409,0.94899732
0.94899732,0.94718945
0.94718945,0.94572669
0.94572669,0.94380033
0.94380033,0.94194466
0.94194466,0.93982106
0.93982106,0.93827581
0.93827581,0.93539369
0.93539369,0.93431401
0.93431401,0.93186659
0.93186659,0.9297561
0.9297561,0.92835248
0.92835248,0.92625475
0.92625475,0.9237591
0.9237591,0.9217245000000001
0.9217245000000001,0.92017871
0.92017871,0.91720343
0.91720343,0.91503578
0.91503578,0.91327488
0.91327488,0.91130298
0.91130298,0.90952587
0.90952587,0.9070785
0.9070785,0.90476441
0.90476441,0.90265006
0.90265006,0.90150654
0.90150654,0.89845806
0.89845806,0.89655387
0.89655387,0.8942548
0.8942548,0.89212823
0.89212823,0.89016706
0.89016706,0.88839793
0.88839793,0.88588935
0.88588935,0.88376671
0.88376671,0.88190752
0.88190752,0.87933683
0.87933683,0.87757158
0.87757158,0.87558585
0.87558585,0.8732143
0.8732143,0.87133861
0.87133861,0.8694759
0.8694759,0.86707366
0.86707366,0.86509514
0.86509514,0.86303389
0.86303389,0.86105341
0.86105341,0.85906541
0.85906541,0.85658461
0.85658461,0.85462558
0.85462558,0.8526594000000001
0.8526594000000001,0.85055459
0.85055459,0.84853148
0.84853148,0.84649694
0.84649694,0.84423381
0.84423381,0.84222329
0.84222329,0.84004307
0.84004307,0.83769435
0.83769435,0.8358196
0.8358196,0.83357042
0.83357042,0.8312844000000001
0.8312844000000001,0.82923156
0.82923156,0.8269769
0.8269769,0.82514477
0.82514477,0.82514477
1.0638535,1.0668508999999997
1.0668508999999997,1.0676271000000002
1.0676271000000002,1.0685339
1.0685339,1.068211
1.068211,1.0685679
1.0685679,1.0689098
1.0689098,1.0684028
1.0684028,1.0685719
1.0685719,1.0685728
1.0685728,1.0681261
1.0681261,1.0684501
1.0684501,1.0686708999999999
1.0686708999999999,1.0683014
1.0683014,1.0683966
1.0683966,1.0685186000000002
1.0685186000000002,1.0680027
1.0680027,1.0683938999999998
1.0683938999999998,1.0685028
1.0685028,1.0678701000000002
1.0678701000000002,1.0680778999999998
1.0680778999999998,1.067852
1.067852,1.0673286
1.0673286,1.0674416000000002
1.0674416000000002,1.0669853999999999
1.0669853999999999,1.0672319
1.0672319,1.067186
1.067186,1.0668479
1.0668479,1.0670343999999998
1.0670343999999998,1.0668269
1.0668269,1.0659232
1.0659232,1.0662658
1.0662658,1.0663595
1.0663595,1.0653373
1.0653373,1.0657337
1.0657337,1.0657134
1.0657134,1.0652534
1.0652534,1.0656872
1.0656872,1.0652382
1.0652382,1.0649197
1.0649197,1.0649846
1.0649846,1.0647573000000001
1.0647573000000001,1.0645037
1.0645037,1.0645858999999998
1.0645858999999998,1.0638086000000002
1.0638086000000002,1.0638835
1.0638835,1.0637792
1.0637792,1.0629183
1.0629183,1.0630608999999998
1.0630608999999998,1.0631078
1.0631078,1.0622822
1.0622822,1.0624120000000001
1.0624120000000001,1.0623517
1.0623517,1.0612694999999999
1.0612694999999999,1.0616337
1.0616337,1.0614827
1.0614827,1.0606169
1.0606169,1.0608495
1.0608495,1.0601884
1.0601884,1.0599183
1.0599183,1.0602027
1.0602027,1.0599257
1.0599257,1.0594033
1.0594033,1.0593204
1.0593204,1.0585508
1.0585508,1.0586194
1.0586194,1.05853
1.05853,1.0577656000000002
1.0577656000000002,1.0579423000000001
1.0579423000000001,1.0579236
1.0579236,1.0567597
1.0567597,1.0569731000000002
1.0569731000000002,1.0567722
1.0567722,1.0558875
1.0558875,1.0560516000000002
1.0560516000000002,1.0559579
1.0559579,1.0550803999999998
1.0550803999999998,1.0550796
1.0550796,1.0548878000000002
1.0548878000000002,1.0541998
1.0541998,1.0540515
1.0540515,1.053242
1.053242,1.0529125
1.0529125,1.0526833999999998
1.0526833999999998,1.0521573
1.0521573,1.0519519
1.0519519,1.0519673999999999
1.0519673999999999,1.0511816
1.0511816,1.0512416
1.0512416,1.0510651000000002
1.0510651000000002,1.0500363000000001
1.0500363000000001,1.0499103
1.0499103,1.0491700000000002
1.0491700000000002,1.0485938999999997
1.0485938999999997,1.0487229999999998
1.0487229999999998,1.0483651
1.0483651,1.0476504999999998
1.0476504999999998,1.0475047
1.0475047,1.0474256
